Date,Source,StartTime,EndTime,DeltaTime,start_time,end_time,source_class,source_class_specific
4-Aug,Vessel noise,6:17,7:01,0:44,2018.08.04T06:17:00.000,2018.08.04T07:01:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,7:42,8:22,0:40,2018.08.04T07:42:00.000,2018.08.04T08:22:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,8:45,9:33,0:48,2018.08.04T08:45:00.000,2018.08.04T09:33:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,10:10,10:53,0:43,2018.08.04T10:10:00.000,2018.08.04T10:53:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,11:15,12:02,0:47,2018.08.04T11:15:00.000,2018.08.04T12:02:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,12:42,13:25,0:43,2018.08.04T12:42:00.000,2018.08.04T13:25:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,13:46,14:34,0:48,2018.08.04T13:46:00.000,2018.08.04T14:34:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,15:15,15:57,0:42,2018.08.04T15:15:00.000,2018.08.04T15:57:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,16:20,17:08,0:48,2018.08.04T16:20:00.000,2018.08.04T17:08:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,17:52,18:35,0:43,2018.08.04T17:52:00.000,2018.08.04T18:35:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,18:58,19:43,0:45,2018.08.04T18:58:00.000,2018.08.04T19:43:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,20:22,21:06,0:44,2018.08.04T20:22:00.000,2018.08.04T21:06:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,21:27,22:12,0:45,2018.08.04T21:27:00.000,2018.08.04T22:12:00.000,Anthropogenic,Vessel noise
4-Aug,Vessel noise,22:57,23:42,0:45,2018.08.04T22:57:00.000,2018.08.04T23:42:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,0:02,0:52,0:50,2018.08.05T00:02:00.000,2018.08.05T00:52:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,1:45,2:25,0:40,2018.08.05T01:45:00.000,2018.08.05T02:25:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,2:48,3:38,0:50,2018.08.05T02:48:00.000,2018.08.05T03:38:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,4:31,5:17,0:46,2018.08.05T04:31:00.000,2018.08.05T05:17:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,5:39,6:25,0:46,2018.08.05T05:39:00.000,2018.08.05T06:25:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,7:22,8:07,0:45,2018.08.05T07:22:00.000,2018.08.05T08:07:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,8:29,9:16,0:47,2018.08.05T08:29:00.000,2018.08.05T09:16:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,10:08,10:51,0:43,2018.08.05T10:08:00.000,2018.08.05T10:51:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,11:12,12:00,0:48,2018.08.05T11:12:00.000,2018.08.05T12:00:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,12:54,13:37,0:43,2018.08.05T12:54:00.000,2018.08.05T13:37:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,13:59,14:46,0:47,2018.08.05T13:59:00.000,2018.08.05T14:46:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,15:35,16:19,0:44,2018.08.05T15:35:00.000,2018.08.05T16:19:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,16:41,17:27,0:46,2018.08.05T16:41:00.000,2018.08.05T17:27:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,18:23,19:03,0:40,2018.08.05T18:23:00.000,2018.08.05T19:03:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,19:36,20:16,0:40,2018.08.05T19:36:00.000,2018.08.05T20:16:00.000,Anthropogenic,Vessel noise
5-Aug,Vessel noise,21:15,21:53,0:38,2018.08.05T21:15:00.000,2018.08.05T21:53:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,0:00,0:45,0:45,2018.08.06T00:00:00.000,2018.08.06T00:45:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,1:07,1:55,0:48,2018.08.06T01:07:00.000,2018.08.06T01:55:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,2:46,3:30,0:44,2018.08.06T02:46:00.000,2018.08.06T03:30:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,3:52,4:38,0:46,2018.08.06T03:52:00.000,2018.08.06T04:38:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,6:29,7:15,0:46,2018.08.06T06:29:00.000,2018.08.06T07:15:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,8:01,8:45,0:44,2018.08.06T08:01:00.000,2018.08.06T08:45:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,9:07,9:54,0:47,2018.08.06T09:07:00.000,2018.08.06T09:54:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,10:38,11:21,0:43,2018.08.06T10:38:00.000,2018.08.06T11:21:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,11:44,12:31,0:47,2018.08.06T11:44:00.000,2018.08.06T12:31:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,13:15,13:58,0:43,2018.08.06T13:15:00.000,2018.08.06T13:58:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,14:22,15:08,0:46,2018.08.06T14:22:00.000,2018.08.06T15:08:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,15:52,16:38,0:46,2018.08.06T15:52:00.000,2018.08.06T16:38:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,16:59,17:46,0:47,2018.08.06T16:59:00.000,2018.08.06T17:46:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,18:30,19:15,0:45,2018.08.06T18:30:00.000,2018.08.06T19:15:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,19:38,20:24,0:46,2018.08.06T19:38:00.000,2018.08.06T20:24:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,21:10,21:55,0:45,2018.08.06T21:10:00.000,2018.08.06T21:55:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,22:16,23:02,0:46,2018.08.06T22:16:00.000,2018.08.06T23:02:00.000,Anthropogenic,Vessel noise
6-Aug,Vessel noise,23:56,23:59,0:03,2018.08.06T23:56:00.000,2018.08.06T23:59:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,0:00,0:38,0:38,2018.08.07T00:00:00.000,2018.08.07T00:38:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,1:03,1:51,0:48,2018.08.07T01:03:00.000,2018.08.07T01:51:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,3:46,4:34,0:48,2018.08.07T03:46:00.000,2018.08.07T04:34:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,5:28,6:10,0:42,2018.08.07T05:28:00.000,2018.08.07T06:10:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,6:35,7:20,0:45,2018.08.07T06:35:00.000,2018.08.07T07:20:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,8:17,9:02,0:45,2018.08.07T08:17:00.000,2018.08.07T09:02:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,9:24,10:12,0:48,2018.08.07T09:24:00.000,2018.08.07T10:12:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,12:21,13:10,0:49,2018.08.07T12:21:00.000,2018.08.07T13:10:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,14:03,14:47,0:44,2018.08.07T14:03:00.000,2018.08.07T14:47:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,15:11,15:57,0:46,2018.08.07T15:11:00.000,2018.08.07T15:57:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,16:52,17:33,0:41,2018.08.07T16:52:00.000,2018.08.07T17:33:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,18:10,18:48,0:38,2018.08.07T18:10:00.000,2018.08.07T18:48:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,19:44,20:27,0:43,2018.08.07T19:44:00.000,2018.08.07T20:27:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,20:51,21:38,0:47,2018.08.07T20:51:00.000,2018.08.07T21:38:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,22:36,23:20,0:44,2018.08.07T22:36:00.000,2018.08.07T23:20:00.000,Anthropogenic,Vessel noise
7-Aug,Vessel noise,23:44,23:59,0:15,2018.08.07T23:44:00.000,2018.08.07T23:59:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,0:00,0:30,0:30,2018.08.08T00:00:00.000,2018.08.08T00:30:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,1:27,2:10,0:43,2018.08.08T01:27:00.000,2018.08.08T02:10:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,2:35,3:21,0:46,2018.08.08T02:35:00.000,2018.08.08T03:21:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,4:04,4:45,0:41,2018.08.08T04:04:00.000,2018.08.08T04:45:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,5:13,5:59,0:46,2018.08.08T05:13:00.000,2018.08.08T05:59:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,6:41,7:22,0:41,2018.08.08T06:41:00.000,2018.08.08T07:22:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,7:45,8:30,0:45,2018.08.08T07:45:00.000,2018.08.08T08:30:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,9:03,9:48,0:45,2018.08.08T09:03:00.000,2018.08.08T09:48:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,10:09,10:56,0:47,2018.08.08T10:09:00.000,2018.08.08T10:56:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,12:33,13:20,0:47,2018.08.08T12:33:00.000,2018.08.08T13:20:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,13:50,14:32,0:42,2018.08.08T13:50:00.000,2018.08.08T14:32:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,14:57,15:47,0:50,2018.08.08T14:57:00.000,2018.08.08T15:47:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,17:31,18:18,0:47,2018.08.08T17:31:00.000,2018.08.08T18:18:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,19:56,20:44,0:48,2018.08.08T19:56:00.000,2018.08.08T20:44:00.000,Anthropogenic,Vessel noise
8-Aug,Vessel noise,22:17,23:07,0:50,2018.08.08T22:17:00.000,2018.08.08T23:07:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,0:39,1:27,0:48,2018.08.09T00:39:00.000,2018.08.09T01:27:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,3:06,3:54,0:48,2018.08.09T03:06:00.000,2018.08.09T03:54:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,5:29,6:17,0:48,2018.08.09T05:29:00.000,2018.08.09T06:17:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,7:53,8:43,0:50,2018.08.09T07:53:00.000,2018.08.09T08:43:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,10:19,11:08,0:49,2018.08.09T10:19:00.000,2018.08.09T11:08:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,12:47,13:38,0:51,2018.08.09T12:47:00.000,2018.08.09T13:38:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,15:15,16:02,0:47,2018.08.09T15:15:00.000,2018.08.09T16:02:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,17:42,18:27,0:45,2018.08.09T17:42:00.000,2018.08.09T18:27:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,20:07,20:50,0:43,2018.08.09T20:07:00.000,2018.08.09T20:50:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,22:28,23:24,0:56,2018.08.09T22:28:00.000,2018.08.09T23:24:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,1:05,1:54,0:49,2018.08.10T01:05:00.000,2018.08.10T01:54:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,3:31,4:22,0:51,2018.08.10T03:31:00.000,2018.08.10T04:22:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,6:01,6:51,0:50,2018.08.10T06:01:00.000,2018.08.10T06:51:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,8:33,9:23,0:50,2018.08.10T08:33:00.000,2018.08.10T09:23:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,11:13,12:03,0:50,2018.08.10T11:13:00.000,2018.08.10T12:03:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,13:52,14:41,0:49,2018.08.10T13:52:00.000,2018.08.10T14:41:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,22:22,23:14,0:52,2018.08.10T22:22:00.000,2018.08.10T23:14:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,1:13,2:08,0:55,2018.08.11T01:13:00.000,2018.08.11T02:08:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,4:16,5:05,0:49,2018.08.11T04:16:00.000,2018.08.11T05:05:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,7:32,8:25,0:53,2018.08.11T07:32:00.000,2018.08.11T08:25:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,10:46,11:40,0:54,2018.08.11T10:46:00.000,2018.08.11T11:40:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,14:05,14:56,0:51,2018.08.11T14:05:00.000,2018.08.11T14:56:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,17:21,18:10,0:49,2018.08.11T17:21:00.000,2018.08.11T18:10:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,20:38,21:29,0:51,2018.08.11T20:38:00.000,2018.08.11T21:29:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,0:00,0:49,0:49,2018.08.12T00:00:00.000,2018.08.12T00:49:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,3:15,4:08,0:53,2018.08.12T03:15:00.000,2018.08.12T04:08:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,6:35,7:28,0:53,2018.08.12T06:35:00.000,2018.08.12T07:28:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,9:56,10:46,0:50,2018.08.12T09:56:00.000,2018.08.12T10:46:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,13:18,14:09,0:51,2018.08.12T13:18:00.000,2018.08.12T14:09:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,16:49,17:40,0:51,2018.08.12T16:49:00.000,2018.08.12T17:40:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,20:14,21:02,0:48,2018.08.12T20:14:00.000,2018.08.12T21:02:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,23:45,23:59,0:14,2018.08.12T23:45:00.000,2018.08.12T23:59:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,0:00,0:34,0:34,2018.08.13T00:00:00.000,2018.08.13T00:34:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,3:17,4:03,0:46,2018.08.13T03:17:00.000,2018.08.13T04:03:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,6:38,7:29,0:51,2018.08.13T06:38:00.000,2018.08.13T07:29:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,10:03,10:47,0:44,2018.08.13T10:03:00.000,2018.08.13T10:47:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,13:03,13:56,0:53,2018.08.13T13:03:00.000,2018.08.13T13:56:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,16:15,17:07,0:52,2018.08.13T16:15:00.000,2018.08.13T17:07:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,19:19,20:08,0:49,2018.08.13T19:19:00.000,2018.08.13T20:08:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,22:09,22:52,0:43,2018.08.13T22:09:00.000,2018.08.13T22:52:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,0:50,1:42,0:52,2018.08.14T00:50:00.000,2018.08.14T01:42:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,3:38,4:25,0:47,2018.08.14T03:38:00.000,2018.08.14T04:25:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,6:18,7:12,0:54,2018.08.14T06:18:00.000,2018.08.14T07:12:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,9:02,9:52,0:50,2018.08.14T09:02:00.000,2018.08.14T09:52:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,11:41,12:34,0:53,2018.08.14T11:41:00.000,2018.08.14T12:34:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,14:24,15:16,0:52,2018.08.14T14:24:00.000,2018.08.14T15:16:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,17:11,18:02,0:51,2018.08.14T17:11:00.000,2018.08.14T18:02:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,19:57,20:50,0:53,2018.08.14T19:57:00.000,2018.08.14T20:50:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,22:47,23:39,0:52,2018.08.14T22:47:00.000,2018.08.14T23:39:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,1:42,2:32,0:50,2018.08.15T01:42:00.000,2018.08.15T02:32:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,4:46,5:41,0:55,2018.08.15T04:46:00.000,2018.08.15T05:41:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,7:57,8:47,0:50,2018.08.15T07:57:00.000,2018.08.15T08:47:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,11:02,11:51,0:49,2018.08.15T11:02:00.000,2018.08.15T11:51:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,14:10,15:02,0:52,2018.08.15T14:10:00.000,2018.08.15T15:02:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,17:22,18:13,0:51,2018.08.15T17:22:00.000,2018.08.15T18:13:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,20:39,21:30,0:51,2018.08.15T20:39:00.000,2018.08.15T21:30:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,23:56,23:59,0:03,2018.08.15T23:56:00.000,2018.08.15T23:59:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,0:00,0:49,0:49,2018.08.16T00:00:00.000,2018.08.16T00:49:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,3:53,4:14,0:21,2018.08.16T03:53:00.000,2018.08.16T04:14:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,6:45,7:37,0:52,2018.08.16T06:45:00.000,2018.08.16T07:37:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,9:52,10:42,0:50,2018.08.16T09:52:00.000,2018.08.16T10:42:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,13:18,13:37,0:19,2018.08.16T13:18:00.000,2018.08.16T13:37:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,15:42,16:33,0:51,2018.08.16T15:42:00.000,2018.08.16T16:33:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,18:47,19:26,0:39,2018.08.16T18:47:00.000,2018.08.16T19:26:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,21:38,22:12,0:34,2018.08.16T21:38:00.000,2018.08.16T22:12:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,0:40,1:30,0:50,2018.08.17T00:40:00.000,2018.08.17T01:30:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,4:00,4:35,0:35,2018.08.17T04:00:00.000,2018.08.17T04:35:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,7:29,7:43,0:14,2018.08.17T07:29:00.000,2018.08.17T07:43:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,9:59,10:48,0:49,2018.08.17T09:59:00.000,2018.08.17T10:48:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,13:03,13:54,0:51,2018.08.17T13:03:00.000,2018.08.17T13:54:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,16:11,17:04,0:53,2018.08.17T16:11:00.000,2018.08.17T17:04:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,19:28,20:19,0:51,2018.08.17T19:28:00.000,2018.08.17T20:19:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,22:49,23:40,0:51,2018.08.17T22:49:00.000,2018.08.17T23:40:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,2:08,2:58,0:50,2018.08.18T02:08:00.000,2018.08.18T02:58:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,5:17,6:10,0:53,2018.08.18T05:17:00.000,2018.08.18T06:10:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,8:26,9:20,0:54,2018.08.18T08:26:00.000,2018.08.18T09:20:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,11:30,12:20,0:50,2018.08.18T11:30:00.000,2018.08.18T12:20:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,14:37,15:29,0:52,2018.08.18T14:37:00.000,2018.08.18T15:29:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,17:46,18:36,0:50,2018.08.18T17:46:00.000,2018.08.18T18:36:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,20:51,21:42,0:51,2018.08.18T20:51:00.000,2018.08.18T21:42:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,23:53,23:59,0:06,2018.08.18T23:53:00.000,2018.08.18T23:59:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,0:00,0:45,0:45,2018.08.19T00:00:00.000,2018.08.19T00:45:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,3:00,3:54,0:54,2018.08.19T03:00:00.000,2018.08.19T03:54:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,5:57,6:48,0:51,2018.08.19T05:57:00.000,2018.08.19T06:48:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,8:45,9:35,0:50,2018.08.19T08:45:00.000,2018.08.19T09:35:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,11:20,12:11,0:51,2018.08.19T11:20:00.000,2018.08.19T12:11:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,13:54,14:45,0:51,2018.08.19T13:54:00.000,2018.08.19T14:45:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,16:31,17:24,0:53,2018.08.19T16:31:00.000,2018.08.19T17:24:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,19:10,20:03,0:53,2018.08.19T19:10:00.000,2018.08.19T20:03:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,21:42,22:34,0:52,2018.08.19T21:42:00.000,2018.08.19T22:34:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,0:12,1:02,0:50,2018.08.20T00:12:00.000,2018.08.20T01:02:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,5:20,6:11,0:51,2018.08.20T05:20:00.000,2018.08.20T06:11:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,7:48,8:35,0:47,2018.08.20T07:48:00.000,2018.08.20T08:35:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,10:14,11:07,0:53,2018.08.20T10:14:00.000,2018.08.20T11:07:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,12:47,13:38,0:51,2018.08.20T12:47:00.000,2018.08.20T13:38:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,15:17,16:10,0:53,2018.08.20T15:17:00.000,2018.08.20T16:10:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,17:52,18:44,0:52,2018.08.20T17:52:00.000,2018.08.20T18:44:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,20:19,21:11,0:52,2018.08.20T20:19:00.000,2018.08.20T21:11:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,22:53,23:45,0:52,2018.08.20T22:53:00.000,2018.08.20T23:45:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,1:25,2:18,0:53,2018.08.21T01:25:00.000,2018.08.21T02:18:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,3:59,4:52,0:53,2018.08.21T03:59:00.000,2018.08.21T04:52:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,6:36,7:26,0:50,2018.08.21T06:36:00.000,2018.08.21T07:26:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,9:18,10:09,0:51,2018.08.21T09:18:00.000,2018.08.21T10:09:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,12:03,12:56,0:53,2018.08.21T12:03:00.000,2018.08.21T12:56:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,14:56,15:46,0:50,2018.08.21T14:56:00.000,2018.08.21T15:46:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,17:39,18:32,0:53,2018.08.21T17:39:00.000,2018.08.21T18:32:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,20:30,21:24,0:54,2018.08.21T20:30:00.000,2018.08.21T21:24:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,23:37,23:59,0:22,2018.08.21T23:37:00.000,2018.08.21T23:59:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,0:00,0:31,0:31,2018.08.22T00:00:00.000,2018.08.22T00:31:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,3:03,3:51,0:48,2018.08.22T03:03:00.000,2018.08.22T03:51:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,6:15,7:11,0:56,2018.08.22T06:15:00.000,2018.08.22T07:11:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,9:43,10:38,0:55,2018.08.22T09:43:00.000,2018.08.22T10:38:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,13:09,13:59,0:50,2018.08.22T13:09:00.000,2018.08.22T13:59:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,16:27,17:16,0:49,2018.08.22T16:27:00.000,2018.08.22T17:16:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,19:57,20:51,0:54,2018.08.22T19:57:00.000,2018.08.22T20:51:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,23:31,23:59,0:28,2018.08.22T23:31:00.000,2018.08.22T23:59:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,0:00,0:24,0:24,2018.08.23T00:00:00.000,2018.08.23T00:24:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,3:00,3:54,0:54,2018.08.23T03:00:00.000,2018.08.23T03:54:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,6:24,7:16,0:52,2018.08.23T06:24:00.000,2018.08.23T07:16:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,9:59,10:53,0:54,2018.08.23T09:59:00.000,2018.08.23T10:53:00.000,Anthropogenic,Vessel noise
